text	label
went down the drain	0
betrayed the hopes of his people	0
the threats	0
totally committed	1
based on peace and justice	1
through peaceful means	1
extremist inclinations	0
subsequently	0
have protested	0
naked pursuit	0
everything seems to be collapsing	0
reliance	0
the top violator of human rights of the last christian year	0
has been widely condemned	0
called for	1
feel	1
go into the streets en masse and defend and support	1
in order to try to impede	0
recommendation	1
not prepared	0
calling for	1
never seen anything as beautiful as	1
more restrained and responsible	1
force us	0
club fed	0
thwarting	0
the solidity of this argument , though , has increasingly been demolished	0
will allow emissions to increase without any time frame , eternally	0
pretext	0
gross misstatement	0
has been roundly condemned	0
impossible to achieve coexistence	0
regard	1
hopes	1
get out ! .	0
his victory speech	1
destroys	0
had improved	1
revolted	0
cosying up	0
rightly considers	1
should not	0
a top priority	1
observers	0
reflect the firm resolve	1
wants	1
approves	1
expressions of support	1
raise questions	0
urged	1
so - called war against terrorism	0
gravity	0
achieving social harmony	1
convince the americans that the bush administration has not only succeeded in removing a regime of religious madmen	0
human rights violators	0
has had good reasons	1
dramatic	0
it becomes , in a weird way , less monstrous	0
were not so devastating	0
accused	0
absurdly	0
peaceful	1
responsible	0
accepted	1
systematic campaign of violence	0
disappoint	0
the government continues to uphold the freedom of expression	1
violent food riots and protests	0
at turns passive and inflexible	0
deserve justice and to be treated as war criminals	0
seriously flawed	0
as evil	0
antagonize	0
constructive and cooperative ties	1
stability and peace	1
intensify and accelerate	0
was lobbying	1
worst	0
made public a blacklist	0
supports	1
hoped	1
warm	1
failed	1
we 're going to find a way around it	1
ignored	0
fearing	0
had hit	0
do n't support	0
anything goes	0
bring hope for african economic renewal and greater democracy	1
good naturedly shrugged off	1
had irritated	0
scares away	0
abandoning a longtime client	0
accentuates his influence	1
be smooth either	0
one - sided approach	0
does not turn a blind eye	1
hopes	1
boasts	0
could possibly want	1
will seek	1
scheme	0
simply because	0
anger	0
thought	1
more attentive	1
does not hope	0
defends a different posture	1
been subjected to abusive language	0
to denounce	0
will find it difficult to attain	0
complete unwillingness to raise	0
endorsed	1
note with deep concern	0
an air of indignation	0
outside the law	0
accusing	0
inhumanely	0
already placed him in the evil camp	0
even more meteoric	0
of course	0
bragged	1
reckless military oppressive attempt	0
fearing	0
suffered	0
would not be harmed	1
is craving	0
a nation that ``continues to flaunt its hostility toward america and to support terror	0
understanding and approval	1
axis of evil	0
open defiance	0
caused shudders	0
urged	1
utmost	1
systematically stealing	0
can make one tumble and roll over 77 times	1
rank as the understatement of the year	0
all was not lost	1
willful expansion	0
likely to be understaffed	0
grew and grew	0
resented	0
designed to benefit mugabe	0
abandoned	0
refused to receive	0
going to crush my nuts	0
steel cages	0
tremendous efforts	1
friendly faces	0
voiced concern	0
however	1
simply to rubber stamp	0
totally disagree	0
objectives	1
the outrage	0
so - called	0
have direct influence	0
however	0
may god be satisfied with him	1
actually went far enough	0
confusion	0
arrogance , discrimination and injustice	0
are not worried	1
whatsoever	0
distorted	0
to be okayed	1
downfall of their puppet pahlavi regime	0
a stolen victory and an illegitimate government	0
took to the streets around the country in a pot - banging demonstration	0
possible to ensure the environmental integrity	1
feels	0
adopted a resolution criticizing	0
evaporated quickly	0
blame for this fruitless effort	0
was repetitive	0
agreed	1
reassurances	1
merely a gesture	0
accepted	1
the plotters	0
should consider imposing	1
pose little threat	1
drastically	0
hopes of prosecuting	1
to promote	1
sabre - rattling	0
big challenge	0
unfortunately	0
fully supports	1
very clear boundaries	1
is trying to move the goal posts to disenfranchise people	0
flaunting it	0
wanted	1
message	0
learn to accept	1
charges brought	0
indignation	0
call	0
a pack of blatant lies and propaganda	0
to destroy buildings , facilities , infrastructure , roads , water pipes , and electricity and telephone poles	0
with a large degree of confidence	1
being blamed	0
expressed	1
total benefit of that has been earned by the united states	0
would damage	0
preach	1
is worst	0
created misery	0
infuriated	0
designated	0
calculated	0
crisis	0
shocking swing	0
were surprised	0
foolhardy	0
pretexts	0
unfair	0
outlined	0
is giving a hearty thumbs up	1
avoid the need for it	0
counting on	0
encouraged	1
lambasted	0
hoped	1
bothered	0
cheering	1
could not be hollowed out	0
good idea	1
unfair	0
reckless	0
calls on	1
is not inclined	0
are judged	1
to fight	0
this has not been the case	0
turns a blind eye	0
admires	1
immediately attacked	0
hoped	1
showed its true hostility	0
some breathing room	1
collusive nexus	0
mild and routine criticism	0
rightly	0
were accused	0
refusal to classify	0
feel disturbed	0
barbarism	0
have formally renounced	0
mistreated	0
do not recognize	0
is not in line with the majesty of a president	0
put on a spectacle	0
urged	1
could not have wished	1
wanted to clarify	1
absurd	0
early	1
looked like one of hitler 's	0
in support	1
urge	1
looks presumptuous	0
rejection	0
subjected	0
concerns	0
believe	1
problem is	0
opposes and rejects	0
legitimate	1
steel manacles or open - air cells	0
succumbed under the mighty stranglehold	0
love	1
prefer	1
particularly designated	0
dirty money	0
to obey those in authority	1
show no sign	0
chanted	0
no means to justify	0
would have exceeded his authority	0
many mistakes	0
good government	1
is making a mistake	0
peaceful settlement	1
changes its stand	0
tyrannical tactics are at an end	1
march on the presidential palace	0
remaining problems	0
as it sees fit	0
critical	0
against	0
extreme right	0
however	0
refused to allow	0
the claim	0
contributions	1
will die	0
perhaps chaos	0
humiliates	0
spectacularly	0
creating the fertile soil	0
double standard policy	0
popular support	1
ultimate effectiveness is in doubt	0
is afraid	0
calling for	1
assassinate ' the rights	0
neat stuff	1
declined	0
flawed	0
preferred	1
want	1
throttling	0
has rejected	0
rejects	0
from pulling out of	0
wary of	0
democratic achievements	1
had aligned against	0
threatening	0
alarm	0
casting shadow	0
insults	0
will continue to show american power and purpose in support of	1
violators of human rights	0
will not have the same fate as	0
interfering	0
this level of hysteria	0
entrench	0
more suffering	0
rigged	0
lost reason	0
ever - deteriorating	0
bothers	0
lying on a stove	0
had warned	0
rejecting	0
reject	0
have been accused	0
is colored by leftist ideology	0
suspicions of	0
giving him medium approval	1
can never remove the shackles of repression	0
hope	1
drove the imf even further away	0
too	0
comrades	0
can not solve	0
an expression of a higher form of justice	1
refuse	0
are eager	1
disapproved	0
no longer any more of a problem for europe than the lack of development	0
to send a memorandum of protest	0
by whatever means possible	0
not in the self - interests	0
neo - colonial	0
made the opposite mistake	0
takes a side	0
the most reasonable path for the time being	1
had particularly harsh words for	0
desire to work	1
crippled	0
legal cover	0
can not adequately explain	0
willing	1
no one is listening	0
sent an official protest	0
be condemned by	0
grieving	0
that would have integrity	1
would also support	1
even bigger	0
testimony of	1
unrealistic	0
leading role	1
feels	0
gained high appraisal	1
labelling	0
will employ a crafty trick	0
the axis of evil remark	0
pursuit	0
regarded	1
the mistake is to assume	0
are going to great lengths to talk about	1
solitary road	0
are nervous	0
criticism	0
oh , the horror	0
against	0
expressed the same apprehension	0
begin to support	1
spoke in support of	1
wants	1
major force of anti - terrorism	1
babysitters	0
breach of the very constitution	0
humiliation	0
recognizes	1
unbearable insult	0
depriving them of their rights	0
would like	1
warn	0
had forbidden	0
however	0
complete and blind bias toward israel	0
a power vacuum	0
liquidation	0
cooperation	1
an allegation	0
almost all parts of the globe	0
fears	0
telling lies	0
disagreeable	0
it will ring with hypocrisy	0
thoroughly disgraceful and unacceptable	0
against	0
no support for	0
assassinate	0
firm support	1
was determined	1
but will also disrupt	0
reputation was ruined	0
pushes for	1
filing the complaint	0
as the saying goes , when you pull up the turnip , mud comes with it	0
wisdom and creativity	1
therefore planning to trigger wars here and there	0
have warned	0
has no greater desire	1
unable to meet the minimum legitimate	0
just the way the prisoners like it back home	0
intensified	0
axis of evil	0
pretext	0
unlimited capabilities	0
nations with a terrible history	0
understand	0
step up	0
main problems are in the economic area	0
mastermind of the terror attacks	0
agreed	1
restricts	0
fair shares	1
helped argentina dig itself into a deeper hole	0
punish	1
may starve	0
should go	0
were striking	0
harmful	0
want	1
has refused	0
tinkering	0
are bent on destroying	0
a slap on the wrist	0
forgot all principles and role in defending justice , and international legitimacy	0
reduced to a series of bantustans	0
are willing to die	0
axis of evil remarks	0
hope	1
by some ironical trick of history	0
has denied	0
to express concern	0
relieved	1
went further and compared	0
explosive move	0
is merely to entertain	0
resolute	1
is feared	0
forever hold their peace	0
downplayed	1
not only prejudice	0
were red - penciled	0
targets are the groups that are regarded as enemies	0
charges	0
so far	0
nervous	0
humiliation	0
fears	0
maltreated	0
condemned	0
warns	0
no longer live by the sword	0
a storm of protest	0
this is really an unwise idea	0
conspicuous policy of playing games	0
were callous	0
rapprochement between	0
emphasized	1
threatened	0
in supporting	1
invites	0
is deeply concerned	0
presidential folly that will sully the name of the armed forces	0
refuses to bow	1
seriously threatened	0
the embodiment of two - sided justice	0
be concerned	0
to deny	0
the jewel of the us constitution	1
